,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV
314,2024-01-29,11,0022300667,1610612749,MIL,Milwaukee,Bucks,32-15,26,30,19,32,0,0,0,0,0,0,0,0,0,0,107,0.429,0.76,0.4,24,40,12
315,2024-01-29,11,0022300667,1610612743,DEN,Denver,Nuggets,33-15,25,31,26,31,0,0,0,0,0,0,0,0,0,0,113,0.484,0.875,0.222,29,47,8
316,2024-01-29,12,0022300668,1610612755,PHI,Philadelphia,76ers,29-16,28,27,22,27,0,0,0,0,0,0,0,0,0,0,104,0.446,0.893,0.172,17,34,14
317,2024-01-29,12,0022300668,1610612757,POR,Portland,Trail Blazers,14-33,20,38,36,36,0,0,0,0,0,0,0,0,0,0,130,0.548,0.897,0.429,29,39,13
318,2024-01-28,1,0022300654,1610612760,OKC,Oklahoma City,Thunder,32-14,31,30,25,18,0,0,0,0,0,0,0,0,0,0,104,0.478,0.667,0.286,17,43,10
319,2024-01-28,1,0022300654,1610612765,DET,Detroit,Pistons,6-40,24,46,30,20,0,0,0,0,0,0,0,0,0,0,120,0.495,0.789,0.423,27,53,9
320,2024-01-28,2,0022300652,1610612763,MEM,Memphis,Grizzlies,18-28,27,26,29,28,0,0,0,0,0,0,0,0,0,0,110,0.463,0.742,0.367,20,45,13
321,2024-01-28,2,0022300652,1610612754,IND,Indiana,Pacers,27-20,23,28,41,24,0,0,0,0,0,0,0,0,0,0,116,0.489,0.938,0.371,31,44,10
322,2024-01-28,3,0022300653,1610612761,TOR,Toronto,Raptors,16-30,26,35,34,30,0,0,0,0,0,0,0,0,0,0,125,0.461,0.875,0.484,29,46,14
323,2024-01-28,3,0022300653,1610612737,ATL,Atlanta,Hawks,19-27,34,23,40,29,0,0,0,0,0,0,0,0,0,0,126,0.463,0.8,0.222,27,51,14
324,2024-01-28,4,0022300655,1610612756,PHX,Phoenix,Suns,26-20,37,19,29,13,0,0,0,0,0,0,0,0,0,0,98,0.562,0.571,0.286,19,39,22
325,2024-01-28,4,0022300655,1610612753,ORL,Orlando,Magic,24-22,26,25,31,31,0,0,0,0,0,0,0,0,0,0,113,0.446,0.731,0.333,30,40,7
326,2024-01-28,5,0022300656,1610612741,CHI,Chicago,Bulls,22-25,26,27,23,28,0,0,0,0,0,0,0,0,0,0,104,0.467,0.706,0.25,27,40,4
327,2024-01-28,5,0022300656,1610612757,POR,Portland,Trail Blazers,13-33,23,19,33,21,0,0,0,0,0,0,0,0,0,0,96,0.405,0.897,0.182,22,48,13
328,2024-01-27,1,0022300642,1610612764,WAS,Washington,Wizards,8-37,36,25,26,31,0,0,0,0,0,0,0,0,0,0,118,0.45,0.81,0.324,26,50,9
329,2024-01-27,1,0022300642,1610612765,DET,Detroit,Pistons,5-40,33,30,22,19,0,0,0,0,0,0,0,0,0,0,104,0.435,0.778,0.281,22,45,17
330,2024-01-27,2,0022300643,1610612748,MIA,Miami,Heat,24-22,30,21,35,23,0,0,0,0,0,0,0,0,0,0,109,0.466,0.813,0.378,26,38,8
331,2024-01-27,2,0022300643,1610612752,NYK,New York,Knicks,29-17,27,34,28,36,0,0,0,0,0,0,0,0,0,0,125,0.517,0.692,0.515,25,46,7
332,2024-01-27,3,0022300644,1610612755,PHI,Philadelphia,76ers,29-15,27,35,26,17,0,0,0,0,0,0,0,0,0,0,105,0.531,0.813,0.273,25,39,11
333,2024-01-27,3,0022300644,1610612743,DEN,Denver,Nuggets,32-15,31,33,22,25,0,0,0,0,0,0,0,0,0,0,111,0.451,0.632,0.351,25,44,7
334,2024-01-27,4,0022300645,1610612745,HOU,Houston,Rockets,21-24,15,25,30,34,0,0,0,0,0,0,0,0,0,0,104,0.394,0.87,0.27,20,55,17
335,2024-01-27,4,0022300645,1610612751,BKN,Brooklyn,Nets,18-27,35,25,28,18,0,0,0,0,0,0,0,0,0,0,106,0.486,0.595,0.353,24,40,19
336,2024-01-27,5,0022300646,1610612746,LAC,LA,Clippers,30-14,26,29,36,24,0,0,0,0,0,0,0,0,0,0,115,0.441,0.833,0.25,28,58,7
337,2024-01-27,5,0022300646,1610612738,BOS,Boston,Celtics,35-11,21,18,21,36,0,0,0,0,0,0,0,0,0,0,96,0.36,0.875,0.25,21,52,11
338,2024-01-27,6,0022300647,1610612762,UTA,Utah,Jazz,24-23,47,35,23,29,0,0,0,0,0,0,0,0,0,0,134,0.559,0.765,0.415,38,49,13
339,2024-01-27,6,0022300647,1610612766,CHA,Charlotte,Hornets,10-34,24,23,41,34,0,0,0,0,0,0,0,0,0,0,122,0.511,0.714,0.406,35,35,10
340,2024-01-27,7,0022300648,1610612740,NOP,New Orleans,Pelicans,26-20,32,31,24,30,0,0,0,0,0,0,0,0,0,0,117,0.471,0.778,0.391,20,43,14
341,2024-01-27,7,0022300648,1610612749,MIL,Milwaukee,Bucks,32-14,36,39,37,29,0,0,0,0,0,0,0,0,0,0,141,0.56,0.76,0.444,30,45,9
342,2024-01-27,8,0022300649,1610612750,MIN,Minnesota,Timberwolves,32-14,36,28,26,22,0,0,0,0,0,0,0,0,0,0,112,0.57,0.533,0.538,30,32,13
343,2024-01-27,8,0022300649,1610612759,SAS,San Antonio,Spurs,10-36,23,29,28,33,0,0,0,0,0,0,0,0,0,0,113,0.548,0.533,0.433,35,39,15
344,2024-01-27,9,0022300650,1610612747,LAL,Los Angeles,Lakers,24-23,33,35,23,27,12,15,0,0,0,0,0,0,0,0,145,0.485,0.884,0.333,33,55,19
345,2024-01-27,9,0022300650,1610612744,GSW,Golden State,Warriors,19-24,30,33,36,19,12,14,0,0,0,0,0,0,0,0,144,0.462,0.688,0.397,37,50,17
346,2024-01-27,10,0022300651,1610612758,SAC,Sacramento,Kings,26-18,29,34,31,26,0,0,0,0,0,0,0,0,0,0,120,0.538,0.767,0.367,27,39,13
347,2024-01-27,10,0022300651,1610612742,DAL,Dallas,Mavericks,25-21,25,24,26,40,0,0,0,0,0,0,0,0,0,0,115,0.439,0.722,0.348,35,43,10
348,2024-01-26,1,0022300634,1610612742,DAL,Dallas,Mavericks,25-20,27,39,42,40,0,0,0,0,0,0,0,0,0,0,148,0.6,0.844,0.543,28,37,13
349,2024-01-26,1,0022300634,1610612737,ATL,Atlanta,Hawks,18-27,31,35,36,41,0,0,0,0,0,0,0,0,0,0,143,0.526,0.867,0.441,32,36,7
350,2024-01-26,2,0022300635,1610612745,HOU,Houston,Rockets,21-23,30,25,44,39,0,0,0,0,0,0,0,0,0,0,138,0.562,0.806,0.394,34,53,12
351,2024-01-26,2,0022300635,1610612766,CHA,Charlotte,Hornets,10-33,28,25,25,26,0,0,0,0,0,0,0,0,0,0,104,0.412,0.781,0.31,20,32,13
352,2024-01-26,3,0022300636,1610612756,PHX,Phoenix,Suns,26-19,40,40,34,17,0,0,0,0,0,0,0,0,0,0,131,0.573,0.889,0.433,24,38,20
353,2024-01-26,3,0022300636,1610612754,IND,Indiana,Pacers,26-20,31,39,35,28,0,0,0,0,0,0,0,0,0,0,133,0.532,0.6,0.308,34,48,12
354,2024-01-26,4,0022300637,1610612746,LAC,LA,Clippers,29-14,29,37,29,32,0,0,0,0,0,0,0,0,0,0,127,0.505,0.917,0.281,29,50,10
355,2024-01-26,4,0022300637,1610612761,TOR,Toronto,Raptors,16-29,20,32,29,26,0,0,0,0,0,0,0,0,0,0,107,0.458,0.591,0.188,26,45,11
356,2024-01-26,5,0022300638,1610612753,ORL,Orlando,Magic,23-22,31,28,25,22,0,0,0,0,0,0,0,0,0,0,106,0.469,0.724,0.265,21,40,11
357,2024-01-26,5,0022300638,1610612763,MEM,Memphis,Grizzlies,18-27,31,37,22,17,0,0,0,0,0,0,0,0,0,0,107,0.467,0.615,0.366,30,43,13
358,2024-01-26,6,0022300639,1610612739,CLE,Cleveland,Cavaliers,27-16,30,24,26,32,0,0,0,0,0,0,0,0,0,0,112,0.413,0.71,0.389,20,51,13
359,2024-01-26,6,0022300639,1610612749,MIL,Milwaukee,Bucks,31-14,28,29,20,23,0,0,0,0,0,0,0,0,0,0,100,0.402,0.708,0.382,21,51,18
360,2024-01-26,7,0022300640,1610612760,OKC,Oklahoma City,Thunder,32-13,22,28,27,30,0,0,0,0,0,0,0,0,0,0,107,0.477,0.929,0.303,22,45,11
361,2024-01-26,7,0022300640,1610612740,NOP,New Orleans,Pelicans,26-19,24,17,23,19,0,0,0,0,0,0,0,0,0,0,83,0.39,0.714,0.25,24,41,20
362,2024-01-26,8,0022300641,1610612757,POR,Portland,Trail Blazers,13-32,33,24,21,22,0,0,0,0,0,0,0,0,0,0,100,0.422,0.737,0.27,23,37,13
363,2024-01-26,8,0022300641,1610612759,SAS,San Antonio,Spurs,9-36,26,36,26,28,0,0,0,0,0,0,0,0,0,0,116,0.457,0.846,0.294,30,59,17
364,2024-01-25,1,0022300627,1610612755,PHI,Philadelphia,76ers,29-14,25,36,28,33,0,0,0,0,0,0,0,0,0,0,122,0.483,0.721,0.241,24,31,12
365,2024-01-25,1,0022300627,1610612754,IND,Indiana,Pacers,25-20,34,39,37,24,0,0,0,0,0,0,0,0,0,0,134,0.57,0.762,0.429,35,55,21
366,2024-01-25,2,0022300628,1610612762,UTA,Utah,Jazz,23-23,36,28,34,25,0,0,0,0,0,0,0,0,0,0,123,0.515,0.833,0.419,34,52,15
367,2024-01-25,2,0022300628,1610612764,WAS,Washington,Wizards,7-37,29,27,22,30,0,0,0,0,0,0,0,0,0,0,108,0.489,0.75,0.233,33,35,11
368,2024-01-25,3,0022300629,1610612750,MIN,Minnesota,Timberwolves,32-13,24,36,21,15,0,0,0,0,0,0,0,0,0,0,96,0.493,0.75,0.476,24,38,14
369,2024-01-25,3,0022300629,1610612751,BKN,Brooklyn,Nets,17-27,31,17,26,20,0,0,0,0,0,0,0,0,0,0,94,0.455,0.875,0.303,22,32,13
370,2024-01-25,4,0022300630,1610612738,BOS,Boston,Celtics,35-10,42,35,36,30,0,0,0,0,0,0,0,0,0,0,143,0.638,0.95,0.55,36,47,11
371,2024-01-25,4,0022300630,1610612748,MIA,Miami,Heat,24-21,29,35,26,20,0,0,0,0,0,0,0,0,0,0,110,0.447,0.769,0.381,25,31,4
372,2024-01-25,5,0022300631,1610612743,DEN,Denver,Nuggets,31-15,21,20,25,18,0,0,0,0,0,0,0,0,0,0,84,0.405,0.846,0.192,20,40,19
373,2024-01-25,5,0022300631,1610612752,NYK,New York,Knicks,28-17,33,29,36,24,0,0,0,0,0,0,0,0,0,0,122,0.529,0.85,0.395,26,44,8
374,2024-01-25,6,0022300632,1610612758,SAC,Sacramento,Kings,25-18,40,35,29,30,0,0,0,0,0,0,0,0,0,0,134,0.527,0.842,0.458,33,34,10
375,2024-01-25,6,0022300632,1610612744,GSW,Golden State,Warriors,19-23,32,40,29,32,0,0,0,0,0,0,0,0,0,0,133,0.558,0.783,0.514,30,33,13
376,2024-01-25,7,0022300633,1610612741,CHI,Chicago,Bulls,21-25,32,25,36,39,0,0,0,0,0,0,0,0,0,0,132,0.534,0.897,0.324,27,39,16
377,2024-01-25,7,0022300633,1610612747,LAL,Los Angeles,Lakers,23-23,31,42,39,29,0,0,0,0,0,0,0,0,0,0,141,0.609,0.75,0.645,35,30,12
378,2024-01-24,1,0022300619,1610612766,CHA,Charlotte,Hornets,10-32,31,21,40,14,0,0,0,0,0,0,0,0,0,0,106,0.437,0.789,0.395,27,48,11
379,2024-01-24,1,0022300619,1610612765,DET,Detroit,Pistons,5-39,28,24,37,24,0,0,0,0,0,0,0,0,0,0,113,0.5,0.6,0.395,26,44,11
380,2024-01-24,2,0022300620,1610612750,MIN,Minnesota,Timberwolves,31-13,30,27,33,28,0,0,0,0,0,0,0,0,0,0,118,0.42,0.862,0.281,26,48,7
381,2024-01-24,2,0022300620,1610612764,WAS,Washington,Wizards,7-36,24,35,19,29,0,0,0,0,0,0,0,0,0,0,107,0.481,0.793,0.417,31,49,21
382,2024-01-24,3,0022300621,1610612763,MEM,Memphis,Grizzlies,17-27,21,28,33,23,0,0,0,0,0,0,0,0,0,0,105,0.45,0.842,0.472,30,44,18
383,2024-01-24,3,0022300621,1610612748,MIA,Miami,Heat,24-20,22,20,26,28,0,0,0,0,0,0,0,0,0,0,96,0.402,0.76,0.324,21,44,17
384,2024-01-24,4,0022300623,1610612757,POR,Portland,Trail Blazers,13-31,30,27,41,26,13,0,0,0,0,0,0,0,0,0,137,0.51,0.917,0.429,31,48,12
385,2024-01-24,4,0022300623,1610612745,HOU,Houston,Rockets,20-23,31,32,33,28,7,0,0,0,0,0,0,0,0,0,131,0.532,0.864,0.333,29,37,8
386,2024-01-24,5,0022300624,1610612739,CLE,Cleveland,Cavaliers,26-16,28,23,28,37,0,0,0,0,0,0,0,0,0,0,116,0.505,0.733,0.342,26,39,12
387,2024-01-24,5,0022300624,1610612749,MIL,Milwaukee,Bucks,31-13,32,29,32,33,0,0,0,0,0,0,0,0,0,0,126,0.5,0.893,0.379,24,46,11
388,2024-01-24,6,0022300625,1610612756,PHX,Phoenix,Suns,26-18,25,32,43,32,0,0,0,0,0,0,0,0,0,0,132,0.6,0.727,0.412,30,49,15
389,2024-01-24,6,0022300625,1610612742,DAL,Dallas,Mavericks,24-20,34,24,20,31,0,0,0,0,0,0,0,0,0,0,109,0.461,0.556,0.395,25,33,14
390,2024-01-24,7,0022300622,1610612760,OKC,Oklahoma City,Thunder,31-13,35,28,37,40,0,0,0,0,0,0,0,0,0,0,140,0.563,0.875,0.45,36,47,15
391,2024-01-24,7,0022300622,1610612759,SAS,San Antonio,Spurs,8-36,28,24,24,38,0,0,0,0,0,0,0,0,0,0,114,0.5,0.76,0.281,30,38,18
392,2024-01-24,8,0022300626,1610612737,ATL,Atlanta,Hawks,18-26,31,37,24,20,0,0,0,0,0,0,0,0,0,0,112,0.415,0.769,0.326,30,45,10
393,2024-01-24,8,0022300626,1610612744,GSW,Golden State,Warriors,19-22,38,31,32,33,0,0,0,0,0,0,0,0,0,0,134,0.56,0.727,0.485,26,49,10
394,2024-01-23,1,0022300614,1610612743,DEN,Denver,Nuggets,31-14,28,26,39,21,0,0,0,0,0,0,0,0,0,0,114,0.5,0.882,0.333,22,42,10
395,2024-01-23,1,0022300614,1610612754,IND,Indiana,Pacers,24-20,29,33,19,28,0,0,0,0,0,0,0,0,0,0,109,0.494,0.857,0.238,24,38,10
396,2024-01-23,2,0022300615,1610612752,NYK,New York,Knicks,27-17,26,24,26,32,0,0,0,0,0,0,0,0,0,0,108,0.465,0.947,0.345,21,42,13
397,2024-01-23,2,0022300615,1610612751,BKN,Brooklyn,Nets,17-26,28,21,36,18,0,0,0,0,0,0,0,0,0,0,103,0.442,0.8,0.357,29,40,13
398,2024-01-23,3,0022300616,1610612762,UTA,Utah,Jazz,22-23,30,29,32,33,0,0,0,0,0,0,0,0,0,0,124,0.467,0.813,0.333,27,38,8
399,2024-01-23,3,0022300616,1610612740,NOP,New Orleans,Pelicans,26-18,34,43,38,38,0,0,0,0,0,0,0,0,0,0,153,0.577,0.667,0.5,41,57,9
400,2024-01-23,4,0022300617,1610612757,POR,Portland,Trail Blazers,12-31,28,38,20,23,0,0,0,0,0,0,0,0,0,0,109,0.43,0.81,0.462,27,46,19
401,2024-01-23,4,0022300617,1610612760,OKC,Oklahoma City,Thunder,30-13,38,20,30,23,0,0,0,0,0,0,0,0,0,0,111,0.483,0.643,0.304,23,43,12
402,2024-01-23,5,0022300618,1610612747,LAL,Los Angeles,Lakers,22-23,29,35,33,19,0,0,0,0,0,0,0,0,0,0,116,0.489,0.682,0.344,27,41,15
403,2024-01-23,5,0022300618,1610612746,LAC,LA,Clippers,28-14,35,42,29,21,0,0,0,0,0,0,0,0,0,0,127,0.591,0.75,0.519,33,36,14
404,2024-01-22,1,0022300606,1610612749,MIL,Milwaukee,Bucks,30-13,30,28,31,33,0,0,0,0,0,0,0,0,0,0,122,0.447,0.824,0.256,26,49,9
405,2024-01-22,1,0022300606,1610612765,DET,Detroit,Pistons,4-39,30,26,29,28,0,0,0,0,0,0,0,0,0,0,113,0.449,0.793,0.333,25,42,10
406,2024-01-22,2,0022300607,1610612739,CLE,Cleveland,Cavaliers,26-15,38,34,35,19,0,0,0,0,0,0,0,0,0,0,126,0.563,0.727,0.526,29,39,9
407,2024-01-22,2,0022300607,1610612753,ORL,Orlando,Magic,23-21,19,28,27,25,0,0,0,0,0,0,0,0,0,0,99,0.459,0.667,0.379,25,34,15
408,2024-01-22,3,0022300608,1610612759,SAS,San Antonio,Spurs,8-35,35,23,31,34,0,0,0,0,0,0,0,0,0,0,123,0.462,0.889,0.317,29,43,8
409,2024-01-22,3,0022300608,1610612755,PHI,Philadelphia,76ers,29-13,34,28,42,29,0,0,0,0,0,0,0,0,0,0,133,0.495,0.8,0.25,28,48,4
410,2024-01-22,4,0022300609,1610612763,MEM,Memphis,Grizzlies,16-27,30,23,32,23,0,0,0,0,0,0,0,0,0,0,108,0.463,0.583,0.382,30,47,15
411,2024-01-22,4,0022300609,1610612761,TOR,Toronto,Raptors,16-28,25,21,25,29,0,0,0,0,0,0,0,0,0,0,100,0.443,0.957,0.348,31,47,17
412,2024-01-22,5,0022300610,1610612766,CHA,Charlotte,Hornets,10-31,32,32,28,36,0,0,0,0,0,0,0,0,0,0,128,0.568,0.778,0.378,30,35,10
413,2024-01-22,5,0022300610,1610612750,MIN,Minnesota,Timberwolves,30-13,34,35,38,18,0,0,0,0,0,0,0,0,0,0,125,0.524,0.76,0.439,34,36,13
414,2024-01-22,6,0022300611,1610612738,BOS,Boston,Celtics,34-10,24,41,29,25,0,0,0,0,0,0,0,0,0,0,119,0.466,0.733,0.326,26,44,6
415,2024-01-22,6,0022300611,1610612742,DAL,Dallas,Mavericks,24-19,26,33,24,27,0,0,0,0,0,0,0,0,0,0,110,0.443,0.714,0.35,24,48,10
416,2024-01-22,7,0022300612,1610612741,CHI,Chicago,Bulls,21-24,37,29,24,23,0,0,0,0,0,0,0,0,0,0,113,0.484,0.643,0.378,25,47,10
417,2024-01-22,7,0022300612,1610612756,PHX,Phoenix,Suns,25-18,22,27,34,32,0,0,0,0,0,0,0,0,0,0,115,0.518,0.765,0.412,32,39,7
418,2024-01-22,8,0022300613,1610612737,ATL,Atlanta,Hawks,18-25,24,16,29,38,0,0,0,0,0,0,0,0,0,0,107,0.387,0.778,0.35,19,50,12
419,2024-01-22,8,0022300613,1610612758,SAC,Sacramento,Kings,24-18,27,30,30,35,0,0,0,0,0,0,0,0,0,0,122,0.462,0.889,0.316,22,51,8
420,2024-01-21,1,0022300600,1610612751,BKN,Brooklyn,Nets,17-25,27,34,38,15,0,0,0,0,0,0,0,0,0,0,114,0.489,0.75,0.359,29,36,12
421,2024-01-21,1,0022300600,1610612746,LAC,LA,Clippers,27-14,24,25,35,41,0,0,0,0,0,0,0,0,0,0,125,0.506,0.848,0.5,26,45,10
422,2024-01-21,2,0022300601,1610612748,MIA,Miami,Heat,24-19,19,27,23,18,0,0,0,0,0,0,0,0,0,0,87,0.375,0.833,0.324,22,36,14
423,2024-01-21,2,0022300601,1610612753,ORL,Orlando,Magic,23-20,22,26,33,24,0,0,0,0,0,0,0,0,0,0,105,0.474,0.786,0.321,21,44,14
424,2024-01-21,3,0022300602,1610612743,DEN,Denver,Nuggets,30-14,33,29,27,24,0,0,0,0,0,0,0,0,0,0,113,0.489,0.679,0.364,29,50,13
425,2024-01-21,3,0022300602,1610612764,WAS,Washington,Wizards,7-35,24,28,26,26,0,0,0,0,0,0,0,0,0,0,104,0.429,0.818,0.296,31,40,13
426,2024-01-21,4,0022300603,1610612738,BOS,Boston,Celtics,33-10,35,35,20,26,0,0,0,0,0,0,0,0,0,0,116,0.439,0.722,0.362,31,55,16
427,2024-01-21,4,0022300603,1610612745,HOU,Houston,Rockets,20-22,25,30,25,27,0,0,0,0,0,0,0,0,0,0,107,0.436,0.682,0.286,26,49,15
428,2024-01-21,5,0022300604,1610612754,IND,Indiana,Pacers,24-19,25,36,22,27,0,0,0,0,0,0,0,0,0,0,110,0.436,0.609,0.452,28,40,11
429,2024-01-21,5,0022300604,1610612756,PHX,Phoenix,Suns,24-18,33,32,26,26,0,0,0,0,0,0,0,0,0,0,117,0.573,0.833,0.32,25,44,16
430,2024-01-21,6,0022300605,1610612757,POR,Portland,Trail Blazers,12-30,31,23,33,23,0,0,0,0,0,0,0,0,0,0,110,0.467,0.85,0.31,24,35,12
431,2024-01-21,6,0022300605,1610612747,LAL,Los Angeles,Lakers,22-22,36,31,36,31,0,0,0,0,0,0,0,0,0,0,134,0.547,0.931,0.394,28,45,12
432,2024-01-20,1,0022300592,1610612749,MIL,Milwaukee,Bucks,29-13,34,36,33,38,0,0,0,0,0,0,0,0,0,0,141,0.553,0.714,0.375,30,49,10
433,2024-01-20,1,0022300592,1610612765,DET,Detroit,Pistons,4-38,38,29,31,37,0,0,0,0,0,0,0,0,0,0,135,0.468,0.813,0.568,30,40,8
434,2024-01-20,2,0022300593,1610612755,PHI,Philadelphia,76ers,28-13,24,22,23,28,0,0,0,0,0,0,0,0,0,0,97,0.424,0.833,0.2,21,46,10
435,2024-01-20,2,0022300593,1610612766,CHA,Charlotte,Hornets,9-31,24,21,28,16,0,0,0,0,0,0,0,0,0,0,89,0.412,0.714,0.243,23,47,16
436,2024-01-20,3,0022300594,1610612759,SAS,San Antonio,Spurs,8-34,37,35,28,31,0,0,0,0,0,0,0,0,0,0,131,0.531,0.739,0.387,38,49,17
437,2024-01-20,3,0022300594,1610612764,WAS,Washington,Wizards,7-34,36,30,34,27,0,0,0,0,0,0,0,0,0,0,127,0.476,0.87,0.31,28,46,11
438,2024-01-20,4,0022300595,1610612739,CLE,Cleveland,Cavaliers,25-15,25,34,34,23,0,0,0,0,0,0,0,0,0,0,116,0.506,0.875,0.372,32,49,13
439,2024-01-20,4,0022300595,1610612737,ATL,Atlanta,Hawks,18-24,20,25,25,25,0,0,0,0,0,0,0,0,0,0,95,0.398,0.667,0.289,25,45,11
440,2024-01-20,5,0022300596,1610612761,TOR,Toronto,Raptors,16-27,31,26,21,22,0,0,0,0,0,0,0,0,0,0,100,0.413,0.565,0.324,29,31,10
441,2024-01-20,5,0022300596,1610612752,NYK,New York,Knicks,26-17,31,28,33,34,0,0,0,0,0,0,0,0,0,0,126,0.545,0.8,0.359,27,61,21
442,2024-01-20,6,0022300597,1610612763,MEM,Memphis,Grizzlies,15-27,17,23,29,27,0,0,0,0,0,0,0,0,0,0,96,0.427,0.826,0.31,28,32,15
443,2024-01-20,6,0022300597,1610612741,CHI,Chicago,Bulls,21-23,21,29,36,39,0,0,0,0,0,0,0,0,0,0,125,0.516,0.81,0.424,32,52,11
444,2024-01-20,7,0022300598,1610612762,UTA,Utah,Jazz,22-22,24,27,38,26,11,0,0,0,0,0,0,0,0,0,126,0.457,0.773,0.302,28,59,17
445,2024-01-20,7,0022300598,1610612745,HOU,Houston,Rockets,20-21,31,33,25,26,12,0,0,0,0,0,0,0,0,0,127,0.427,0.636,0.333,27,56,7
446,2024-01-20,8,0022300599,1610612760,OKC,Oklahoma City,Thunder,29-13,30,27,17,28,0,0,0,0,0,0,0,0,0,0,102,0.395,0.857,0.333,21,37,8
447,2024-01-20,8,0022300599,1610612750,MIN,Minnesota,Timberwolves,30-12,24,30,29,14,0,0,0,0,0,0,0,0,0,0,97,0.413,0.724,0.378,22,50,21
448,2024-01-19,1,0022300584,1610612759,SAS,San Antonio,Spurs,7-34,32,26,27,35,0,0,0,0,0,0,0,0,0,0,120,0.56,0.647,0.469,36,34,13
449,2024-01-19,1,0022300584,1610612766,CHA,Charlotte,Hornets,9-30,34,32,31,27,0,0,0,0,0,0,0,0,0,0,124,0.56,0.875,0.552,25,40,17
450,2024-01-19,2,0022300585,1610612755,PHI,Philadelphia,76ers,27-13,32,36,21,35,0,0,0,0,0,0,0,0,0,0,124,0.483,0.931,0.433,23,42,7
451,2024-01-19,2,0022300585,1610612753,ORL,Orlando,Magic,22-20,34,26,16,33,0,0,0,0,0,0,0,0,0,0,109,0.474,0.926,0.435,24,36,16
